Store_ID,Month,Date,Dept,IsHoliday,Weekly_Sales,CPI,Unemployment
1,2.0,2010-02-05,13,0,41969.29,211.0963582,8.106
1,2.0,2010-02-05,40,0,66780.63,211.0963582,8.106
1,2.0,2010-02-05,25,0,11609.5,211.0963582,8.106
1,2.0,2010-02-05,10,0,30721.5,211.0963582,8.106
1,2.0,2010-02-05,18,0,4729.5,211.0963582,8.106
1,2.0,2010-02-05,59,0,1409.34,211.0963582,8.106
1,2.0,2010-02-05,41,0,1011.83,211.0963582,8.106
1,2.0,2010-02-05,20,0,5034.1,211.0963582,8.106
1,2.0,2010-02-05,37,0,3438.16,211.0963582,8.106
1,2.0,2010-02-05,72,0,98499.12,211.0963582,8.106
1,2.0,2010-02-05,92,0,139884.94,211.0963582,8.106
1,2.0,2010-02-05,71,0,5421.14,211.0963582,8.106
1,2.0,2010-02-05,11,0,24213.18,211.0963582,8.106
1,2.0,2010-02-05,6,0,5749.03,211.0963582,8.106
1,2.0,2010-02-05,98,0,10891.37,211.0963582,8.106
1,2.0,2010-02-12,3,1,10887.84,211.2421698,8.106
1,2.0,2010-02-12,79,1,36080.86,211.2421698,8.106
1,2.0,2010-02-12,46,1,18826.47,211.2421698,8.106
1,,,13,1,36476.4,211.2421698,8.106
1,,,17,1,13403.66,211.2421698,8.106
1,,,23,1,22812.41,211.2421698,8.106
1,,,87,1,39254.57,211.2421698,8.106
1,,,4,1,35351.21,211.2421698,8.106
1,,,85,1,4994.64,211.2421698,8.106
1,,,7,1,18310.31,211.2421698,8.106
1,2.0,2010-02-12,45,1,34.47,211.2421698,8.106
1,2.0,2010-02-12,6,1,9135.0,211.2421698,8.106
1,2.0,2010-02-12,14,1,18129.02,211.2421698,8.106
1,2.0,2010-02-12,60,1,1003.2,211.2421698,8.106
1,2.0,2010-02-12,21,1,8735.83,211.2421698,8.106
1,2.0,2010-02-12,55,1,18892.81,211.2421698,8.106
1,2.0,2010-02-12,11,1,21760.75,211.2421698,8.106
1,2.0,2010-02-12,28,1,1008.36,211.2421698,8.106
1,2.0,2010-02-12,98,1,16309.73,211.2421698,8.106
1,2.0,2010-02-12,32,1,14700.59,211.2421698,8.106
1,2.0,2010-02-12,5,1,29620.81,211.2421698,8.106
1,2.0,2010-02-12,9,1,16562.49,211.2421698,8.106
1,2.0,2010-02-12,29,1,7696.61,211.2421698,8.106
1,2.0,2010-02-12,49,1,16139.05,211.2421698,8.106
1,2.0,2010-02-12,80,1,16720.84,211.2421698,8.106
1,2.0,2010-02-12,82,1,20949.36,211.2421698,8.106
1,2.0,2010-02-12,93,1,70202.02,211.2421698,8.106
1,2.0,2010-02-12,59,1,1447.42,211.2421698,8.106
1,2.0,2010-02-12,8,1,37334.83,211.2421698,8.106
1,2.0,2010-02-12,81,1,30694.25,211.2421698,8.106
1,2.0,2010-02-12,58,1,4505.0,211.2421698,8.106
1,2.0,2010-02-12,83,1,7521.08,211.2421698,8.106
1,2.0,2010-02-12,51,1,28.11,211.2421698,8.106
1,2.0,2010-02-12,25,1,13268.75,211.2421698,8.106
1,2.0,2010-02-12,94,1,62329.48,211.2421698,8.106
1,2.0,2010-02-12,40,1,60828.25,211.2421698,8.106
1,2.0,2010-02-12,26,1,10050.92,211.2421698,8.106
1,2.0,2010-02-12,97,1,33874.47,211.2421698,8.106
1,2.0,2010-02-12,24,1,8050.24,211.2421698,8.106
1,2.0,2010-02-12,33,1,8483.54,211.2421698,8.106
1,2.0,2010-02-12,38,1,94136.35,211.2421698,8.106
1,2.0,2010-02-12,74,1,11857.96,211.2421698,8.106
1,2.0,2010-02-12,54,1,383.0,211.2421698,8.106
1,2.0,2010-02-12,10,1,31494.77,211.2421698,8.106
1,2.0,2010-02-12,27,1,2339.5,211.2421698,8.106
1,2.0,2010-02-12,44,1,4463.33,211.2421698,8.106
1,2.0,2010-02-12,42,1,7284.34,211.2421698,8.106
1,2.0,2010-02-12,48,1,247.0,211.2421698,8.106
1,2.0,2010-02-12,34,1,12852.83,211.2421698,8.106
1,2.0,2010-02-12,22,1,14807.95,211.2421698,8.106
1,2.0,2010-02-12,19,1,1490.79,211.2421698,8.106
1,2.0,2010-02-12,91,1,66937.0,211.2421698,8.106
1,2.0,2010-02-12,71,1,4752.0,,8.106
1,2.0,2010-02-12,36,1,432.0,,8.106
1,2.0,2010-02-12,35,1,2420.0,,8.106
1,2.0,2010-02-12,52,1,2728.58,,8.106
1,2.0,2010-02-12,95,1,111390.36,,8.106
1,2.0,2010-02-12,30,1,5328.5,,8.106
1,2.0,2010-02-12,12,1,8654.07,,8.106
1,2.0,2010-02-12,41,1,924.53,,8.106
1,2.0,2010-02-12,2,1,44682.74,211.2421698,8.106
1,2.0,2010-02-12,37,1,3450.68,211.2421698,8.106
1,2.0,2010-02-12,56,1,2849.12,211.2421698,8.106
1,2.0,2010-02-12,90,1,79455.64,211.2421698,8.106
1,2.0,2010-02-12,1,1,46039.49,211.2421698,8.106
1,2.0,2010-02-12,31,1,3228.96,211.2421698,8.106
1,2.0,2010-02-12,16,1,11873.89,211.2421698,8.106
1,2.0,2010-02-12,18,1,19006.5,211.2421698,8.106
1,2.0,2010-02-12,20,1,3697.7,211.2421698,8.106
1,2.0,2010-02-12,67,1,17614.47,211.2421698,8.106
1,2.0,2010-02-12,92,1,143081.42,211.2421698,8.106
1,2.0,2010-02-12,72,1,79636.32,211.2421698,8.106
1,2.0,2010-02-19,3,0,11523.47,211.2891429,8.106
1,2.0,2010-02-19,93,0,62581.64,211.2891429,8.106
1,2.0,2010-02-19,8,0,38717.6,211.2891429,8.106
1,2.0,2010-02-19,7,0,19985.2,211.2891429,8.106
1,2.0,2010-02-19,51,0,52.88,211.2891429,8.106
1,2.0,2010-02-19,85,0,6517.55,211.2891429,8.106
1,2.0,2010-02-19,97,0,31585.78,211.2891429,8.106
1,2.0,2010-02-19,13,0,37857.68,211.2891429,8.106
1,2.0,2010-02-19,6,0,6060.26,211.2891429,8.106
1,2.0,2010-02-19,45,0,22.94,211.2891429,8.106
1,2.0,2010-02-19,79,0,34141.62,211.2891429,8.106
1,2.0,2010-02-19,80,0,15918.98,211.2891429,8.106
1,2.0,2010-02-19,98,0,12087.95,211.2891429,8.106
1,2.0,2010-02-19,59,0,1530.41,211.2891429,8.106
1,2.0,2010-02-19,25,0,10271.25,211.2891429,8.106
1,2.0,2010-02-19,28,0,1012.09,211.2891429,8.106
1,2.0,2010-02-19,87,0,33593.8,211.2891429,8.106
1,2.0,2010-02-19,58,0,3131.0,211.2891429,8.106
1,2.0,2010-02-19,29,0,7966.55,211.2891429,8.106
1,2.0,2010-02-19,17,0,13485.61,211.2891429,8.106
1,2.0,2010-02-19,24,0,7366.7,211.2891429,8.106
1,2.0,2010-02-19,56,0,3246.57,211.2891429,8.106
1,2.0,2010-02-19,38,0,98672.59,211.2891429,8.106
1,2.0,2010-02-19,21,0,8949.67,211.2891429,8.106
1,2.0,2010-02-19,74,0,13917.2,211.2891429,8.106
1,2.0,2010-02-19,5,0,26468.27,211.2891429,8.106
1,2.0,2010-02-19,81,0,28784.91,211.2891429,8.106
1,2.0,2010-02-19,83,0,9080.26,211.2891429,8.106
1,2.0,2010-02-19,4,0,36826.95,211.2891429,8.106
1,2.0,2010-02-19,32,0,20275.45,211.2891429,8.106
1,2.0,2010-02-19,14,0,17491.36,211.2891429,8.106
1,2.0,2010-02-19,9,0,15880.85,211.2891429,8.106
1,2.0,2010-02-19,52,0,3356.66,211.2891429,8.106
1,2.0,2010-02-19,31,0,2652.0,211.2891429,8.106
1,2.0,2010-02-19,42,0,8423.87,211.2891429,8.106
1,2.0,2010-02-19,33,0,7611.35,211.2891429,8.106
1,2.0,2010-02-19,71,0,3357.0,211.2891429,8.106
1,2.0,2010-02-19,47,0,-863.0,211.2891429,8.106
1,2.0,2010-02-19,55,0,17404.53,211.2891429,8.106
1,2.0,2010-02-19,16,0,13855.54,211.2891429,8.106
1,2.0,2010-02-19,44,0,4401.78,211.2891429,8.106
1,2.0,2010-02-19,2,0,47928.89,211.2891429,8.106
1,2.0,2010-02-19,18,0,17623.72,211.2891429,8.106
1,2.0,2010-02-19,35,0,2176.0,211.2891429,8.106
1,2.0,2010-02-19,94,0,72212.32,211.2891429,8.106
1,2.0,2010-02-19,40,0,68569.53,211.2891429,8.106
1,2.0,2010-02-19,49,0,16736.17,211.2891429,8.106
1,2.0,2010-02-19,1,0,41595.55,211.2891429,8.106
1,2.0,2010-02-19,11,0,18706.21,211.2891429,8.106
1,2.0,2010-02-19,82,0,20195.2,211.2891429,8.106
1,2.0,2010-02-19,36,0,595.0,211.2891429,8.106
1,2.0,2010-02-19,19,0,1722.17,211.2891429,8.106
1,2.0,2010-02-19,46,0,22414.94,211.2891429,8.106
1,2.0,2010-02-19,30,0,5735.0,211.2891429,8.106
1,2.0,2010-02-19,10,0,29634.13,211.2891429,8.106
1,2.0,2010-02-19,54,0,616.0,211.2891429,8.106
1,2.0,2010-02-19,41,0,1206.88,211.2891429,8.106
1,2.0,2010-02-19,37,0,3203.31,211.2891429,8.106
1,2.0,2010-02-19,34,0,13006.5,211.2891429,8.106
1,2.0,2010-02-19,26,0,10547.6,211.2891429,8.106
1,2.0,2010-02-19,72,0,72377.79,211.2891429,8.106
1,2.0,2010-02-19,23,0,21381.85,211.2891429,8.106
1,2.0,2010-02-19,91,0,63011.44,211.2891429,8.106
1,2.0,2010-02-19,22,0,12290.16,211.2891429,8.106
1,2.0,2010-02-19,27,0,2494.5,211.2891429,8.106
1,2.0,2010-02-19,90,0,76091.36,211.2891429,8.106
1,2.0,2010-02-19,95,0,107952.07,211.2891429,8.106
1,2.0,2010-02-19,92,0,135066.75,211.2891429,8.106
1,2.0,2010-02-19,60,0,1020.8,211.2891429,8.106
1,2.0,2010-02-19,20,0,4719.89,211.2891429,8.106
1,2.0,2010-02-19,67,0,16411.69,211.2891429,8.106
1,2.0,2010-02-19,48,0,354.0,211.2891429,8.106
1,2.0,2010-02-19,12,0,9165.98,211.2891429,8.106
1,2.0,2010-02-26,79,0,33309.85,211.3196429,8.106
1,2.0,2010-02-26,49,0,16245.13,211.3196429,8.106
1,2.0,2010-02-26,98,0,10871.74,211.3196429,8.106
1,2.0,2010-02-26,8,0,35318.2,211.3196429,8.106
1,2.0,2010-02-26,32,0,8146.57,211.3196429,8.106
1,2.0,2010-02-26,17,0,10667.06,211.3196429,8.106
1,2.0,2010-02-26,3,0,11135.17,211.3196429,8.106
1,2.0,2010-02-26,93,0,57630.02,211.3196429,8.106
1,2.0,2010-02-26,24,0,5630.82,211.3196429,8.106
1,2.0,2010-02-26,85,0,5622.63,211.3196429,8.106
1,2.0,2010-02-26,55,0,16708.1,211.3196429,8.106
1,2.0,2010-02-26,58,0,4356.0,211.3196429,8.106
1,2.0,2010-02-26,28,0,986.07,211.3196429,8.106
1,2.0,2010-02-26,18,0,545.02,211.3196429,8.106
1,2.0,2010-02-26,83,0,6627.3,211.3196429,8.106
1,2.0,2010-02-26,6,0,5244.56,211.3196429,8.106
1,2.0,2010-02-26,59,0,1126.68,211.3196429,8.106
1,2.0,2010-02-26,45,0,45.41,211.3196429,8.106
1,2.0,2010-02-26,34,0,12005.0,211.3196429,8.106
1,2.0,2010-02-26,13,0,37467.32,211.3196429,8.106
1,2.0,2010-02-26,5,0,24101.89,211.3196429,8.106
1,2.0,2010-02-26,38,0,92755.59,211.3196429,8.106
1,2.0,2010-02-26,74,0,13330.89,211.3196429,8.106
1,2.0,2010-02-26,2,0,44292.87,211.3196429,8.106
1,2.0,2010-02-26,4,0,34660.16,211.3196429,8.106
1,2.0,2010-02-26,25,0,10218.67,211.3196429,8.106
1,2.0,2010-02-26,7,0,17224.22,211.3196429,8.106
1,2.0,2010-02-26,40,0,64328.29,211.3196429,8.106
1,2.0,2010-02-26,97,0,28457.31,211.3196429,8.106
1,2.0,2010-02-26,33,0,4814.66,211.3196429,8.106
1,2.0,2010-02-26,52,0,2287.01,211.3196429,8.106
1,2.0,2010-02-26,19,0,1655.32,211.3196429,8.106
1,2.0,2010-02-26,36,0,506.0,211.3196429,8.106
1,2.0,2010-02-26,23,0,17798.37,211.3196429,8.106
1,2.0,2010-02-26,82,0,19023.33,211.3196429,8.106
1,2.0,2010-02-26,44,0,3864.43,211.3196429,8.106
1,2.0,2010-02-26,16,0,12881.02,211.3196429,8.106
1,2.0,2010-02-26,35,0,2029.9,211.3196429,8.106
1,2.0,2010-02-26,51,0,4.16,211.3196429,8.106
1,2.0,2010-02-26,29,0,4972.65,211.3196429,8.106
1,2.0,2010-02-26,87,0,32299.49,211.3196429,8.106
1,2.0,2010-02-26,26,0,8541.14,211.3196429,8.106
1,2.0,2010-02-26,56,0,2598.65,211.3196429,8.106
1,2.0,2010-02-26,11,0,17306.61,211.3196429,8.106
1,2.0,2010-02-26,31,0,2665.75,211.3196429,8.106
1,2.0,2010-02-26,10,0,27921.96,211.3196429,8.106
1,2.0,2010-02-26,21,0,8592.42,211.3196429,8.106
1,2.0,2010-02-26,30,0,3614.48,211.3196429,8.106
1,2.0,2010-02-26,27,0,1666.75,211.3196429,8.106
1,2.0,2010-02-26,94,0,55501.07,211.3196429,8.106
1,2.0,2010-02-26,41,0,885.27,211.3196429,8.106
1,2.0,2010-02-26,80,0,15673.94,211.3196429,8.106
1,2.0,2010-02-26,9,0,15175.52,211.3196429,8.106
1,2.0,2010-02-26,91,0,57335.17,211.3196429,8.106
1,2.0,2010-02-26,60,0,959.2,211.3196429,8.106
1,2.0,2010-02-26,1,0,19403.54,211.3196429,8.106
1,2.0,2010-02-26,42,0,7039.85,211.3196429,8.106
1,2.0,2010-02-26,14,0,16118.26,211.3196429,8.106
1,2.0,2010-02-26,95,0,103652.58,211.3196429,8.106
1,2.0,2010-02-26,46,0,18099.75,211.3196429,8.106
1,2.0,2010-02-26,81,0,28213.79,211.3196429,8.106
1,2.0,2010-02-26,72,0,55590.73,211.3196429,8.106
1,2.0,2010-02-26,48,0,357.0,211.3196429,8.106
1,2.0,2010-02-26,37,0,2474.99,211.3196429,8.106
1,2.0,2010-02-26,90,0,71718.48,211.3196429,8.106
1,2.0,2010-02-26,71,0,3944.5,211.3196429,8.106
1,2.0,2010-02-26,54,0,209.0,211.3196429,8.106
1,2.0,2010-02-26,67,0,5905.14,211.3196429,8.106
1,2.0,2010-02-26,20,0,4007.94,211.3196429,8.106
1,2.0,2010-02-26,22,0,9295.78,211.3196429,8.106
1,2.0,2010-02-26,92,0,125048.08,211.3196429,8.106
1,2.0,2010-02-26,12,0,9015.37,211.3196429,8.106
1,3.0,2010-03-05,85,0,4027.52,211.3501429,8.106
1,3.0,2010-03-05,8,0,38776.09,211.3501429,8.106
1,3.0,2010-03-05,79,0,42931.77,211.3501429,8.106
1,3.0,2010-03-05,33,0,6214.6,211.3501429,8.106
1,3.0,2010-03-05,28,0,1002.2,211.3501429,8.106
1,3.0,2010-03-05,98,0,10903.65,211.3501429,8.106
1,3.0,2010-03-05,3,0,12275.58,211.3501429,8.106
1,3.0,2010-03-05,25,0,10345.5,211.3501429,8.106
1,3.0,2010-03-05,18,0,634.61,211.3501429,8.106
1,3.0,2010-03-05,32,0,9907.51,211.3501429,8.106
1,3.0,2010-03-05,5,0,23082.14,211.3501429,8.106
1,3.0,2010-03-05,82,0,19974.91,211.3501429,8.106
1,3.0,2010-03-05,31,0,2595.8,211.3501429,8.106
1,3.0,2010-03-05,36,0,648.0,211.3501429,8.106
1,3.0,2010-03-05,6,0,4221.25,211.3501429,8.106
1,3.0,2010-03-05,21,0,8275.44,211.3501429,8.106
1,3.0,2010-03-05,7,0,19659.7,211.3501429,8.106
1,3.0,2010-03-05,83,0,8840.0,211.3501429,8.106
1,3.0,2010-03-05,93,0,63550.08,211.3501429,8.106
1,3.0,2010-03-05,16,0,17129.81,211.3501429,8.106
1,3.0,2010-03-05,45,0,74.35,211.3501429,8.106
1,3.0,2010-03-05,49,0,16445.28,211.3501429,8.106
1,3.0,2010-03-05,58,0,5796.0,211.3501429,8.106
1,3.0,2010-03-05,1,0,21827.9,211.3501429,8.106
1,3.0,2010-03-05,24,0,6885.9,211.3501429,8.106
1,3.0,2010-03-05,11,0,19082.9,211.3501429,8.106
1,3.0,2010-03-05,56,0,5298.62,211.3501429,8.106
1,3.0,2010-03-05,59,0,1275.29,211.3501429,8.106
1,3.0,2010-03-05,38,0,108282.86,211.3501429,8.106
1,3.0,2010-03-05,51,0,27.92,211.3501429,8.106
1,3.0,2010-03-05,44,0,4465.33,211.3501429,8.106
1,3.0,2010-03-05,2,0,48397.98,211.3501429,8.106
1,3.0,2010-03-05,10,0,33299.27,211.3501429,8.106
1,3.0,2010-03-05,29,0,5306.7,211.3501429,8.106
1,3.0,2010-03-05,80,0,15680.71,211.3501429,8.106
1,3.0,2010-03-05,97,0,31576.47,211.3501429,8.106
1,3.0,2010-03-05,26,0,8772.65,211.3501429,8.106
1,3.0,2010-03-05,42,0,9701.14,211.3501429,8.106
1,3.0,2010-03-05,52,0,3212.82,211.3501429,8.106
1,3.0,2010-03-05,91,0,62755.71,211.3501429,8.106
1,3.0,2010-03-05,20,0,4215.67,211.3501429,8.106
1,3.0,2010-03-05,23,0,18993.69,211.3501429,8.106
1,3.0,2010-03-05,81,0,29957.47,211.3501429,8.106
1,3.0,2010-03-05,30,0,4360.5,211.3501429,8.106
1,3.0,2010-03-05,95,0,112807.75,211.3501429,8.106
1,3.0,2010-03-05,34,0,12571.5,211.3501429,8.106
1,3.0,2010-03-05,4,0,38086.19,211.3501429,8.106
1,3.0,2010-03-05,90,0,78081.85,211.3501429,8.106
1,3.0,2010-03-05,17,0,12657.65,211.3501429,8.106
1,3.0,2010-03-05,72,0,65525.74,211.3501429,8.106
1,3.0,2010-03-05,14,0,18268.78,211.3501429,8.106
1,3.0,2010-03-05,78,0,12.0,211.3501429,8.106
1,3.0,2010-03-05,60,0,1371.0,211.3501429,8.106
1,3.0,2010-03-05,13,0,40423.95,211.3501429,8.106
1,3.0,2010-03-05,40,0,67000.83,211.3501429,8.106
1,3.0,2010-03-05,74,0,13824.33,211.3501429,8.106
1,3.0,2010-03-05,27,0,1467.5,211.3501429,8.106
1,3.0,2010-03-05,9,0,24064.7,211.3501429,8.106
1,3.0,2010-03-05,46,0,20565.45,211.3501429,8.106
1,3.0,2010-03-05,41,0,1405.96,211.3501429,8.106
1,3.0,2010-03-05,35,0,2752.0,211.3501429,8.106
1,3.0,2010-03-05,12,0,10239.06,211.3501429,8.106
1,3.0,2010-03-05,48,0,771.0,211.3501429,8.106
1,3.0,2010-03-05,87,0,30800.98,211.3501429,8.106
1,3.0,2010-03-05,22,0,8219.49,211.3501429,8.106
1,3.0,2010-03-05,55,0,16120.04,211.3501429,8.106
1,3.0,2010-03-05,19,0,1556.65,211.3501429,8.106
1,3.0,2010-03-05,54,0,198.97,211.3501429,8.106
1,3.0,2010-03-05,71,0,3010.0,211.3501429,8.106
1,3.0,2010-03-05,92,0,132945.44,211.3501429,8.106
1,3.0,2010-03-05,67,0,6519.39,211.3501429,8.106
1,3.0,2010-03-05,37,0,3647.82,211.3501429,8.106
1,3.0,2010-03-05,94,0,59201.37,211.3501429,8.106
1,3.0,2010-03-12,42,0,8336.82,211.3806429,8.106
1,3.0,2010-03-12,85,0,4098.27,211.3806429,8.106
1,3.0,2010-03-12,83,0,6483.01,211.3806429,8.106
1,3.0,2010-03-12,18,0,1275.08,211.3806429,8.106
1,3.0,2010-03-12,3,0,10123.45,211.3806429,8.106
1,3.0,2010-03-12,25,0,10705.75,211.3806429,8.106
1,3.0,2010-03-12,97,0,31197.12,211.3806429,8.106
1,3.0,2010-03-12,33,0,5666.25,211.3806429,8.106
1,3.0,2010-03-12,4,0,32668.67,211.3806429,8.106
1,3.0,2010-03-12,28,0,838.67,211.3806429,8.106
1,3.0,2010-03-12,81,0,29272.13,211.3806429,8.106
1,3.0,2010-03-12,2,0,43751.94,211.3806429,8.106
1,3.0,2010-03-12,6,0,5619.0,211.3806429,8.106
1,3.0,2010-03-12,51,0,14.79,211.3806429,8.106
1,3.0,2010-03-12,80,0,14708.62,211.3806429,8.106
1,3.0,2010-03-12,29,0,3841.96,211.3806429,8.106
1,3.0,2010-03-12,58,0,3485.0,211.3806429,8.106
1,3.0,2010-03-12,7,0,21529.14,211.3806429,8.106
1,3.0,2010-03-12,79,0,31669.24,211.3806429,8.106
1,3.0,2010-03-12,31,0,2103.34,211.3806429,8.106
1,3.0,2010-03-12,56,0,8773.81,211.3806429,8.106
1,3.0,2010-03-12,1,0,21043.39,211.3806429,8.106
1,3.0,2010-03-12,38,0,98175.35,211.3806429,8.106
1,3.0,2010-03-12,45,0,29.97,211.3806429,8.106
1,3.0,2010-03-12,5,0,21498.92,211.3806429,8.106
1,3.0,2010-03-12,72,0,45046.81,211.3806429,8.106
1,3.0,2010-03-12,41,0,1072.8,211.3806429,8.106
1,3.0,2010-03-12,16,0,23766.82,211.3806429,8.106
1,3.0,2010-03-12,98,0,10819.46,211.3806429,8.106
1,3.0,2010-03-12,95,0,112048.41,211.3806429,8.106
1,3.0,2010-03-12,49,0,13267.5,211.3806429,8.106
1,3.0,2010-03-12,82,0,18201.88,211.3806429,8.106
1,3.0,2010-03-12,91,0,63668.62,211.3806429,8.106
1,3.0,2010-03-12,36,0,891.0,211.3806429,8.106
1,3.0,2010-03-12,20,0,6476.41,211.3806429,8.106
1,3.0,2010-03-12,59,0,1069.23,211.3806429,8.106
1,3.0,2010-03-12,52,0,2492.52,211.3806429,8.106
1,3.0,2010-03-12,55,0,14410.07,211.3806429,8.106
1,3.0,2010-03-12,30,0,3021.5,211.3806429,8.106
1,3.0,2010-03-12,27,0,1130.0,211.3806429,8.106
1,3.0,2010-03-12,32,0,6938.45,211.3806429,8.106
1,3.0,2010-03-12,46,0,18114.67,211.3806429,8.106
1,3.0,2010-03-12,17,0,12793.17,211.3806429,8.106
1,3.0,2010-03-12,94,0,61326.35,211.3806429,8.106
1,3.0,2010-03-12,24,0,5396.96,211.3806429,8.106
1,3.0,2010-03-12,14,0,15331.75,211.3806429,8.106
1,3.0,2010-03-12,54,0,239.0,211.3806429,8.106
1,3.0,2010-03-12,22,0,10372.48,211.3806429,8.106
1,3.0,2010-03-12,71,0,2566.58,211.3806429,8.106
1,3.0,2010-03-12,11,0,17864.32,211.3806429,8.106
1,3.0,2010-03-12,93,0,63593.12,211.3806429,8.106
1,3.0,2010-03-12,23,0,17426.63,211.3806429,8.106
1,3.0,2010-03-12,9,0,25605.58,211.3806429,8.106
1,3.0,2010-03-12,10,0,28208.0,211.3806429,8.106
1,3.0,2010-03-12,60,0,906.4,211.3806429,8.106
1,3.0,2010-03-12,44,0,4914.41,211.3806429,8.106
1,3.0,2010-03-12,8,0,34342.64,211.3806429,8.106
1,3.0,2010-03-12,26,0,7877.4,211.3806429,8.106
1,3.0,2010-03-12,13,0,35833.07,211.3806429,8.106
1,3.0,2010-03-12,92,0,124418.65,211.3806429,8.106
1,3.0,2010-03-12,87,0,18911.79,211.3806429,8.106
1,3.0,2010-03-12,48,0,608.0,211.3806429,8.106
1,3.0,2010-03-12,40,0,59799.42,211.3806429,8.106
1,3.0,2010-03-12,74,0,12253.4,211.3806429,8.106
1,3.0,2010-03-12,19,0,1742.14,211.3806429,8.106
1,3.0,2010-03-12,35,0,2926.0,211.3806429,8.106
1,3.0,2010-03-12,47,0,-698.0,211.3806429,8.106
1,3.0,2010-03-12,12,0,12386.15,211.3806429,8.106
1,3.0,2010-03-12,34,0,11709.0,211.3806429,8.106
1,3.0,2010-03-12,21,0,7785.3,211.3806429,8.106
1,3.0,2010-03-12,67,0,6759.29,211.3806429,8.106
1,3.0,2010-03-12,90,0,73943.62,211.3806429,8.106
1,3.0,2010-03-12,37,0,3053.13,211.3806429,8.106
1,3.0,2010-03-19,32,0,6175.31,211.215635,8.106
1,3.0,2010-03-19,59,0,1133.2,211.215635,8.106
1,3.0,2010-03-19,18,0,2303.36,211.215635,8.106
1,3.0,2010-03-19,51,0,12.94,211.215635,8.106
1,3.0,2010-03-19,30,0,3822.5,211.215635,8.106
1,3.0,2010-03-19,42,0,9019.85,211.215635,8.106
